-29.22379826635145, 9.96847911741554
-28.917454688731276, 48.03979511426343
-28.539204097714727, 88.93814026792774
-28.087076438140258, 135.48069345941713
-27.772852639873904, 184.82072498029976
-27.462568951930642, 228.52639873916502
-26.939519306540568, 276.48739164696644
-25.99684791174151, 324.50748620961417
-25.13396375098501, 358.4318360914109
-23.430851063829763, 393.88297872340456
-20.907210401891234, 402.6891252955086
-17.82702915681637, 407.3483057525614
-15.379235618597303, 407.69306540583165
