"calcium_concentration.Cai","environment.time","icab.i_Cab","ical.i_CaL","icat.i_CaT","iha.i_ha","ik1.i_K1","ikr.i_Kr","ikur.i_Kur","ina.i_Na","inab.i_Nab","inak.i_NaK","incx.i_NaCa","ipca.i_pCa","ito.i_to","membrane.V"
 1.53798341670888600e-01, 0.00000000000000000e+00,-1.00217423783058979e-01,-1.51886793317721348e-10,-6.68233814100464563e-01,-1.61074390999054962e+00, 2.25405847608155119e+00, 5.29825401683680394e-04, 8.47638472704090990e-04,-1.22769623068063405e+00,-2.03047547682533198e-02, 8.18886893704431240e-01,-1.26222715615629654e-02, 5.55166477249153134e-01, 6.06848779876479911e-03,-7.47888022901773724e+01
 1.53794957379451841e-01, 5.00000000029103830e-02,-1.00217454040721424e-01,-1.51726104100568104e-10,-6.68247386520109954e-01,-1.61072931532851893e+00, 2.25410234992702074e+00, 5.29858733370491201e-04, 8.47651669851515340e-04,-1.22772291126147648e+00,-2.03047207129817553e-02, 8.18889566417685955e-01,-1.26211222922694797e-02, 5.55144156717995108e-01, 6.06875183859233169e-03,-7.47885786961632135e+01
 1.53791573995669700e-01, 1.00000000005820766e-01,-1.00217484252480463e-01,-1.51565090055082470e-10,-6.68260959737745797e-01,-1.61071471869210936e+00, 2.25414622592611869e+00, 5.29892067595468625e-04, 8.47664903446466544e-04,-1.22774960474711792e+00,-2.03046866546959734e-02, 8.18892239362176810e-01,-1.26199732376129428e-02, 5.55121842494344375e-01, 6.06901590580411626e-03,-7.47883550823588479e+01
 1.53788191519371509e-01, 1.50000000008731149e-01,-1.00217514418289216e-01,-1.51403750190683247e-10,-6.68274533756974098e-01,-1.61070012007355112e+00, 2.25419010409818865e+00, 5.29925404374517045e-04, 8.47678173487876989e-04,-1.22777631116658714e+00,-2.03046525933806149e-02, 8.18894912539108288e-01,-1.26188243974224047e-02, 5.55099534576826148e-01, 6.06928000051908025e-03,-7.47881314486634494e+01
 1.53784809950386736e-01, 2.00000000011641532e-01,-1.00217544538100709e-01,-1.51242083515825752e-10,-6.68288108581394535e-01,-1.61068551946506755e+00, 2.25423398446258316e+00, 5.29958743723560246e-04, 8.47691479974733595e-04,-1.22780303054892248e+00,-2.03046185290203240e-02, 8.18897585949684426e-01,-1.26176757715268460e-02, 5.55077232964066303e-01, 6.06954412285621182e-03,-7.47879077949761353e+01
 1.53781429288545990e-01, 2.50000000000000000e-01,-1.00217574611868004e-01,-1.51080089038049251e-10,-6.68301684214601455e-01,-1.61067091685889041e+00, 2.25427786703863209e+00, 5.29992085658524507e-04, 8.47704822906064810e-04,-1.22782976292316448e+00,-2.03045844615997381e-02, 8.18900259595108038e-01,-1.26165273597557033e-02, 5.55054937654699154e-01, 6.06980827293440110e-03,-7.47876841211961221e+01
 1.53778049533677103e-01, 3.00000000002910383e-01,-1.00217604639544142e-01,-1.50917765763787794e-10,-6.68315260660198307e-01,-1.61065631224723393e+00, 2.25432175184571193e+00, 5.30025430195385874e-04, 8.47718202280965216e-04,-1.22785650831838655e+00,-2.03045503911034805e-02, 8.18902933476586270e-01,-1.26153791619374196e-02, 5.55032648647340365e-01, 6.07007245087283487e-03,-7.47874604272223706e+01
 1.53774670685611070e-01, 3.50000000005820766e-01,-1.00217634621082144e-01,-1.50755112698653677e-10,-6.68328837921775443e-01,-1.61064170562232478e+00, 2.25436563890315833e+00, 5.30058777350105644e-04, 8.47731618098566801e-04,-1.22788326676364901e+00,-2.03045163175161816e-02, 8.18905607595321827e-01,-1.26142311779013985e-02, 5.55010365940626249e-01, 6.07033665679047874e-03,-7.47872367129540407e+01
 1.53771292744178056e-01, 4.00000000008731149e-01,-1.00217664556435007e-01,-1.50592128847248590e-10,-6.68342416002924655e-01,-1.61062709697638384e+00, 2.25440952823031271e+00, 5.30092127138669838e-04, 8.47745070358052184e-04,-1.22791003828802947e+00,-2.03044822408224787e-02, 8.18908281952520301e-01,-1.26130834074768983e-02, 5.54988089533188456e-01, 6.07060089080638070e-03,-7.47870129782902353e+01
 1.53767915709208391e-01, 4.50000000011641532e-01,-1.00217694445555741e-01,-1.50428813213210919e-10,-6.68355994907236295e-01,-1.61061248630163245e+00, 2.25445341984652314e+00, 5.30125479577082904e-04, 8.47758559058657329e-04,-1.22793682292061535e+00,-2.03044481610069952e-02, 8.18910956549386060e-01,-1.26119358504930470e-02, 5.54965819423659190e-01, 6.07086515303963559e-03,-7.47867892231300146e+01
