"calcium_concentration.Cai","environment.time","icab.i_Cab","ical.i_CaL","icat.i_CaT","iha.i_ha","ik1.i_K1","ikr.i_Kr","ikur.i_Kur","ina.i_Na","inab.i_Nab","inak.i_NaK","incx.i_NaCa","ipca.i_pCa","ito.i_to","membrane.V"
 1.79310344624145912e-01, 0.00000000000000000e+00,-9.98586318314178822e-02,-6.13058963354099624e-09,-6.20622002565015762e-01,-1.63787262198046712e+00, 1.97585910692291122e+00, 1.02669032650417567e-02, 3.09736219764745763e-03,-1.17248936612273069e+00,-2.04984780212205224e-02, 8.03599433604810010e-01,-2.08928797641307271e-02, 7.31895148079933722e-01, 6.51064827453565805e-03,-7.60607157936237712e+01
 1.79298406104969277e-01, 5.00000000029103830e-02,-9.98580197184625179e-02,-6.12838433077254941e-09,-6.20742821538898037e-01,-1.63773804522246924e+00, 1.97635357274871404e+00, 1.02673473742915852e-02, 3.09635847124048371e-03,-1.17298028478597205e+00,-2.04981663946722480e-02, 8.03624155845124699e-01,-2.08870186108255189e-02, 7.31808796024394970e-01, 6.51363646931429636e-03,-7.60586697717409521e+01
 1.79286472480258169e-01, 1.00000000005820766e-01,-9.98574065588975629e-02,-6.12618251124690679e-09,-6.20863756822064072e-01,-1.63760333913369327e+00, 1.97684830534661060e+00, 1.02677933334561350e-02, 3.09535570180590391e-03,-1.17347164435360085e+00,-2.04978545025935564e-02, 8.03648898742175044e-01,-2.08811565787920816e-02, 7.31722482498079696e-01, 6.51662768360112502e-03,-7.60566220064859806e+01
 1.79274543750004262e-01, 1.50000000008731149e-01,-9.98567923505775390e-02,-6.12398417857439660e-09,-6.20984808698650803e-01,-1.63746850341940764e+00, 1.97734330532937430e+00, 1.02682411477968243e-02, 3.09435389032814041e-03,-1.17396344584952605e+00,-2.04975423443579108e-02, 8.03673662344558171e-01,-2.08752936625888064e-02, 7.31636207497483815e-01, 6.51962192462202106e-03,-7.60545724937452405e+01
 1.79262619914202725e-01, 2.00000000011641532e-01,-9.98561770913531099e-02,-6.12178933637908487e-09,-6.21105977453268787e-01,-1.63733353778434454e+00, 1.97783857331006607e+00, 1.02686908225805441e-02, 3.09335303779142978e-03,-1.17445569029943808e+00,-2.04972299193376326e-02, 8.03698446700955360e-01,-2.08694298567653688e-02, 7.31549971019129330e-01, 6.52261919961842455e-03,-7.60525212293976978e+01
 1.79250700972855698e-01, 2.50000000000000000e-01,-9.98555607790711647e-02,-6.11959798829941073e-09,-6.21227263370966454e-01,-1.63719844193274700e+00, 1.97833410990188585e+00, 1.02691423630795250e-02, 3.09235314518011657e-03,-1.17494837873066227e+00,-2.04969172269040267e-02, 8.03723251860126386e-01,-2.08635651558644157e-02, 7.31463773059589539e-01, 6.52561951584649386e-03,-7.60504682093154969e+01
 1.79238786925958404e-01, 3.00000000002910383e-01,-9.98549434115741097e-02,-6.11741013798563372e-09,-6.21348666737371214e-01,-1.63706321556820655e+00, 1.97882991571873568e+00, 1.02695957745717846e-02, 3.09135421347746329e-03,-1.17544151217273374e+00,-2.04966042664269793e-02, 8.03748077870937161e-01,-2.08576995544147610e-02, 7.31377613615387889e-01, 6.52862288058056548e-03,-7.60484134293616023e+01
 1.79226877773519949e-01, 3.50000000005820766e-01,-9.98543249867010207e-02,-6.11522578910366279e-09,-6.21470187838477295e-01,-1.63692785839390442e+00, 1.97932599137434972e+00, 1.02700510623403365e-02, 3.09035624366739599e-03,-1.17593509165653520e+00,-2.04962910372755401e-02, 8.03772924782317211e-01,-2.08518330469416625e-02, 7.31291492683148747e-01, 6.53162930110794647e-03,-7.60463568853933793e+01
 1.79214973515549492e-01, 4.00000000008731149e-01,-9.98537055022867548e-02,-6.11304494533249209e-09,-6.21591826960786964e-01,-1.63679237011244538e+00, 1.97982233748288272e+00, 1.02705082316737802e-02, 3.08935923673336497e-03,-1.17642911821486917e+00,-2.04959775388175100e-02, 8.03797792643288433e-01,-2.08459656279599004e-02, 7.31205410259498256e-01, 6.53463878473248012e-03,-7.60442985732601500e+01
 1.79203074152059660e-01, 4.50000000011641532e-01,-9.98530849561624217e-02,-6.11086761036484777e-09,-6.21713584391274554e-01,-1.63665675042590864e+00, 1.98031895465873675e+00, 1.02709672878660372e-02, 3.08836319365858201e-03,-1.17692359288231585e+00,-2.04956637704196004e-02, 8.03822681502956549e-01,-2.08400972919756192e-02, 7.31119366341087207e-01, 6.53765133877359361e-03,-7.60422384888038749e+01
