"calcium_concentration.Cai","environment.time","icab.i_Cab","ical.i_CaL","icat.i_CaT","iha.i_ha","ik1.i_K1","ikr.i_Kr","ikur.i_Kur","ina.i_Na","inab.i_Nab","inak.i_NaK","incx.i_NaCa","ipca.i_pCa","ito.i_to","membrane.V"
 1.71287225072340371e-01, 0.00000000000000000e+00,-1.00585480727095389e-01,-7.04803531235304759e-09,-3.82611172464953408e-01,-1.76955065040259152e+00, 1.76321525582391980e+00, 9.99188296033106001e-03, 2.36213962184004091e-03,-9.80755128446304525e-01,-2.06244302184545904e-02, 7.93574564316632314e-01,-1.98606070493850921e-02, 6.74589386341959862e-01, 3.22872802569405077e-03,-7.68876702144122675e+01
 1.71274304772136649e-01, 5.00000000029103830e-02,-1.00585283092626723e-01,-7.04432572621144002e-09,-3.82666743379803331e-01,-1.76946836537669605e+00, 1.76358424955569704e+00, 9.98991523242315563e-03, 2.36105484404564633e-03,-9.81088122537538632e-01,-2.06242241470027642e-02, 7.93591018257902348e-01,-1.98554214125469877e-02, 6.74498307902842487e-01, 3.22986373417840722e-03,-7.68863172273121762e+01
 1.71261388650828766e-01, 1.00000000005820766e-01,-1.00585085128995902e-01,-7.04061925867234456e-09,-3.82722331340394961e-01,-1.76938604859115634e+00, 1.76395328259143236e+00, 9.98794802966329262e-03, 2.35997050834619139e-03,-9.81421224108539825e-01,-2.06240180145619463e-02, 7.93607476901570852e-01,-1.98502364915942447e-02, 6.74407262904286098e-01, 3.23099991169541927e-03,-7.68849638397814772e+01
 1.71248476706912955e-01, 1.50000000008731149e-01,-1.00584886835969209e-01,-7.03691590793342233e-09,-3.82777936377704686e-01,-1.76930370000936765e+00, 1.76432235501111045e+00, 9.98598135271583191e-03, 2.35888661478165368e-03,-9.81754433271836202e-01,-2.06238118210548133e-02, 7.93623940253644911e-01,-1.98450522854504152e-02, 6.74316251332341521e-01, 3.23213655880851859e-03,-7.68836100513124592e+01
 1.71235568938885391e-01, 2.00000000011641532e-01,-1.00584688213312942e-01,-7.03321567219241635e-09,-3.82833558522709949e-01,-1.76922131959472662e+00, 1.76469146689459455e+00, 9.98401520224292266e-03, 2.35780316339093956e-03,-9.82087750139938542e-01,-2.06236055664040380e-02, 7.93640408320131385e-01,-1.98398687930389887e-02, 6.74225273173061690e-01, 3.23327367608137713e-03,-7.68822558613974252e+01
 1.71222665345246106e-01, 2.50000000000000000e-01,-1.00584489260793525e-01,-7.02951854964822603e-09,-3.82889197806372650e-01,-1.76913890731064916e+00, 1.76506061832153227e+00, 9.98204957890511980e-03, 2.35672015421221426e-03,-9.82421174825242272e-01,-2.06233992505323385e-02, 7.93656881107031476e-01,-1.98346860132851306e-02, 6.74134328412528627e-01, 3.23441126407760350e-03,-7.68809012695290477e+01
 1.71209765924483809e-01, 3.00000000002910383e-01,-1.00584289978177158e-01,-7.02582453849660751e-09,-3.82944854259704370e-01,-1.76905646312047904e+00, 1.76542980937177973e+00, 9.98008448335912200e-03, 2.35563758728163852e-03,-9.82754707440416264e-01,-2.06231928733622734e-02, 7.93673358620361813e-01,-1.98295039451094265e-02, 6.74043417036746306e-01, 3.23554932336206011e-03,-7.68795462751988055e+01
 1.71196870675098506e-01, 3.50000000005820766e-01,-1.00584090365230305e-01,-7.02213363693663308e-09,-3.83000527913669009e-01,-1.76897398698763375e+00, 1.76579904012474009e+00, 9.97811991626101381e-03, 2.35455546263522780e-03,-9.83088348097821307e-01,-2.06229864348165780e-02, 7.93689840866122043e-01,-1.98243225874372188e-02, 6.73952539031801523e-01, 3.23668785449883045e-03,-7.68781908778994136e+01
 1.71183979595586400e-01, 4.00000000008731149e-01,-1.00583890421719335e-01,-7.01844584316637581e-09,-3.83056218799247450e-01,-1.76889147887550413e+00, 1.76616831065982005e+00, 9.97615587826424649e-03, 2.35347378030763971e-03,-9.83422096909896903e-01,-2.06227799348179253e-02, 7.93706327850319249e-01,-1.98191419391922571e-02, 6.73861694383755427e-01, 3.23782685805261167e-03,-7.68768350771231468e+01
 1.71171092684443749e-01, 4.50000000011641532e-01,-1.00583690147410657e-01,-7.01476115538399312e-09,-3.83111926947421411e-01,-1.76880893874747813e+00, 1.76653762105631107e+00, 9.97419237002005951e-03, 2.35239254033246976e-03,-9.83755953989064902e-01,-2.06225733732889743e-02, 7.93722819578957295e-01,-1.98139619992984857e-02, 6.73770883078671723e-01, 3.23896633458835596e-03,-7.68754788723622795e+01
 1.71158209940170503e-01, 5.00000000000000000e-01,-1.00583489542070761e-01,-7.01107957178880134e-09,-3.83167652389157565e-01,-1.76872636656697013e+00, 1.76690697139327124e+00, 9.97222939217802529e-03, 2.35131174274254761e-03,-9.84089919447632244e-01,-2.06223667501524606e-02, 7.93739316058036604e-01,-1.98087827666813265e-02, 6.73680105102642424e-01, 3.24010628467091269e-03,-7.68741222631095127e+01
 1.71145331361255454e-01, 5.50000000002910383e-01,-1.00583288605465990e-01,-7.00740109057697845e-09,-3.83223395155471991e-01,-1.76864376229731946e+00, 1.76727636174997493e+00, 9.97026694538389290e-03, 2.35023138756871837e-03,-9.84423993398179431e-01,-2.06221600653309391e-02, 7.93755817293571364e-01,-1.98036042402618198e-02, 6.73589360441683271e-01, 3.24124670886640409e-03,-7.68727652488563251e+01
 1.71132456946198525e-01, 6.00000000005820766e-01,-1.00583087337362875e-01,-7.00372570994800620e-09,-3.83279155277332917e-01,-1.76856112590193759e+00, 1.76764579220524798e+00, 9.96830503028286845e-03, 2.34915147484168578e-03,-9.84758175952978099e-01,-2.06219533187471417e-02, 7.93772323291560777e-01,-1.97984264189655645e-02, 6.73498649081890388e-01, 3.24238760774018609e-03,-7.68714078290954177e+01
 1.71119586693495973e-01, 6.50000000008731149e-01,-1.00582885737527869e-01,-7.00005342810037374e-09,-3.83334932785725835e-01,-1.76847845734421005e+00, 1.76801526283791510e+00, 9.96634364751746576e-03, 2.34807200459079702e-03,-9.85092467224379376e-01,-2.06217465103237380e-02, 7.93788834058008708e-01,-1.97932493017167407e-02, 6.73407971009335804e-01, 3.24352898185821872e-03,-7.68700500033190650e+01
 1.71106720601644030e-01, 7.00000000011641532e-01,-1.00582683805727532e-01,-6.99638424323265374e-09,-3.83390727711637125e-01,-1.76839575658752324e+00, 1.76838477372667624e+00, 9.96438279772796434e-03, 2.34699297684432331e-03,-9.85426867324715849e-01,-2.06215396399833939e-02, 7.93805349598918575e-01,-1.97880728874395805e-02, 6.73317326210093992e-01, 3.24467083178669883e-03,-7.68686917710195701e+01
 1.71093858669142673e-01, 7.50000000000000000e-01,-1.00582481541728413e-01,-6.99271815354456783e-09,-3.83446540086037735e-01,-1.76831302359528353e+00, 1.76875432495001950e+00, 9.96242248155311538e-03, 2.34591439162980904e-03,-9.85761376366205422e-01,-2.06213327076488449e-02, 7.93821869920289358e-01,-1.97828971750599152e-02, 6.73226714670267623e-01, 3.24581315809176598e-03,-7.68673331316895911e+01
 1.71081000894480639e-01, 8.00000000002910383e-01,-1.00582278945296949e-01,-6.98905515723272165e-09,-3.83502369939948351e-01,-1.76823025833082803e+00, 1.76912391658662504e+00, 9.96046269962769237e-03, 2.34483624897277370e-03,-9.86095994461340331e-01,-2.06211257132426426e-02, 7.93838395028132582e-01,-1.97777221634990799e-02, 6.73136136375882321e-01, 3.24695596134078274e-03,-7.68659740848206496e+01
 1.71068147276157934e-01, 8.50000000005820766e-01,-1.00582076016199756e-01,-6.98539525249700146e-09,-3.83558217304341642e-01,-1.76814746075756246e+00, 1.76949354871474251e+00, 9.95850345258606114e-03, 2.34375854889863578e-03,-9.86430721722302950e-01,-2.06209186566875188e-02, 7.93854924928446448e-01,-1.97725478516830484e-02, 6.73045591313045310e-01, 3.24809924210038830e-03,-7.68646146299054180e+01
