"calcium_concentration.Cai","environment.time","icab.i_Cab","ical.i_CaL","icat.i_CaT","iha.i_ha","ik1.i_K1","ikr.i_Kr","ikur.i_Kur","ina.i_Na","inab.i_Nab","inak.i_NaK","incx.i_NaCa","ipca.i_pCa","ito.i_to","membrane.V"
 1.99005949437351892e-01, 0.00000000000000000e+00,-1.00686958744937674e-01,-1.40197573118372238e-08,-3.29290919880519950e-01,-1.77743771671411199e+00, 1.09603293993270512e+00, 7.90496810753544394e-04, 8.54956704522332953e-03,-5.16552783354941591e-01,-2.09477780121050360e-02, 7.67562780837343750e-01,-3.01921063861224602e-02, 8.78314657219646522e-01, 2.83852410826446622e-03,-7.90106493547802557e+01
 1.98983539862712944e-01, 5.00000000029103830e-02,-1.00687161576614018e-01,-1.40097986343659975e-08,-3.29350904361983887e-01,-1.77737617456241881e+00, 1.09640773906522360e+00, 7.89438612899637346e-04, 8.54718456247798367e-03,-5.16772429773470487e-01,-2.09476179522689876e-02, 7.67575746590623331e-01,-3.01845027114231723e-02, 8.78143902387967024e-01, 2.83981648609055127e-03,-7.90095984625217511e+01
 1.98961140875406589e-01, 1.00000000005820766e-01,-1.00687364251455039e-01,-1.39998475975680963e-08,-3.29410855655555501e-01,-1.77731464424088270e+00, 1.09678241659442399e+00, 7.88382855819197426e-04, 8.54480039733644843e-03,-5.16992066828373953e-01,-2.09474579251875438e-02, 7.67588709607928688e-01,-3.01769024176452641e-02, 8.77973236935881474e-01, 2.84110866987885785e-03,-7.90085477853176172e+01
 1.98938752461102097e-01, 1.50000000008731149e-01,-1.00687566769651238e-01,-1.39899041957848952e-08,-3.29470773808889228e-01,-1.77725312572502148e+00, 1.09715697267721701e+00, 7.87329534016595507e-04, 8.54241455466430051e-03,-5.17211694530355093e-01,-2.09472979308058943e-02, 7.67601669893742344e-01,-3.01693055001733407e-02, 8.77802660744439800e-01, 2.84240066007638128e-03,-7.90074973228079216e+01
 1.98916374605502710e-01, 2.00000000011641532e-01,-1.00687769131392560e-01,-1.39799684233627552e-08,-3.29530658869593429e-01,-1.77719161899040468e+00, 1.09753140747016609e+00, 7.86278642000323843e-04, 8.54002703931712112e-03,-5.17431312890084261e-01,-2.09471379690693293e-02, 7.67614627452536502e-01,-3.01617119544026827e-02, 8.77632173694972040e-01, 2.84369245712938305e-03,-7.90064470746335132e+01
 1.98894007294352054e-01, 2.50000000000000000e-01,-1.00687971336868451e-01,-1.39700402746558726e-08,-3.29590510885212018e-01,-1.77713012401267045e+00, 1.09790572112940232e+00, 7.85230174283378679e-04, 8.53763785614139632e-03,-5.17650921918133888e-01,-2.09469780399233092e-02, 7.67627582288770482e-01,-3.01541217757415846e-02, 8.77461775669136523e-01, 2.84498406148307997e-03,-7.90053970404362644e+01
 1.98871650513408216e-01, 3.00000000002910383e-01,-1.00688173386267968e-01,-1.39601197440147427e-08,-3.29650329903294237e-01,-1.77706864076745452e+00, 1.09827991381104995e+00, 7.84184125382093216e-04, 8.53524700997166687e-03,-5.17870521625234836e-01,-2.09468181433132596e-02, 7.67640534406906605e-01,-3.01465349596024210e-02, 8.77291466548722698e-01, 2.84627547358311727e-03,-7.90043472198578769e+01
 1.98849304248482739e-01, 3.50000000005820766e-01,-1.00688375279779432e-01,-1.39502068258034845e-08,-3.29710115971290407e-01,-1.77700716923049584e+00, 1.09865398567058348e+00, 7.83140489818034751e-04, 8.53285450563480777e-03,-5.18090112021892368e-01,-2.09466582791848557e-02, 7.67653483811386206e-01,-3.01389515014149241e-02, 8.77121246215947670e-01, 2.84756669387334132e-03,-7.90032976125416866e+01
 1.98826968485414562e-01, 4.00000000008731149e-01,-1.00688577017590750e-01,-1.39403015143882951e-08,-3.29769869136621485e-01,-1.77694570937756735e+00, 1.09902793686325762e+00, 7.82099262116838292e-04, 8.53046034794721110e-03,-5.18309693118642278e-01,-2.09464984474838460e-02, 7.67666430506644959e-01,-3.01313713966173506e-02, 8.76951114553258693e-01, 2.84885772279728751e-03,-7.90022482181314558e+01
 1.98804643210076626e-01, 4.50000000011641532e-01,-1.00688778599889242e-01,-1.39304038041403278e-08,-3.29829589446661131e-01,-1.77688426118449350e+00, 1.09940176754398711e+00, 7.81060436808563257e-04, 8.52806454171538796e-03,-5.18529264925986833e-01,-2.09463386481560827e-02, 7.67679374497109546e-01,-3.01237946406587125e-02, 8.76781071443381466e-01, 2.85014856079776309e-03,-7.90011990362717142e+01
