"calcium_concentration.Cai","environment.time","icab.i_Cab","ical.i_CaL","icat.i_CaT","iha.i_ha","ik1.i_K1","ikr.i_Kr","ikur.i_Kur","ina.i_Na","inab.i_Nab","inak.i_NaK","incx.i_NaCa","ipca.i_pCa","ito.i_to","membrane.V"
 3.71398269045245810e-01, 0.00000000000000000e+00,-9.04879464889610102e-02, 9.11149431880798966e-06,-3.54924588233860860e-01,-8.25319426227763442e-01, 2.90260541330313959e+00, 2.12550401887298540e-01, 1.80489750764452811e-01,-1.12419629069597193e+00,-1.91444954774520337e-02, 9.06391545021409839e-01,-5.26072296402507814e-02, 2.28370777454914720e+00, 1.80670327358339391e-02,-6.71709792520770179e+01
 3.71237482285823650e-01, 5.00000000029103830e-02,-9.05945789260853840e-02, 5.15844222329506391e-06,-3.48969517965706300e-01,-8.37307678324582638e-01, 2.90309026514558832e+00, 2.09629894143844531e-01, 1.77740408138363504e-01,-1.10427323350240392e+00,-1.91752570865394642e-02, 9.04173857403403614e-01,-5.29973444238067345e-02, 2.28243339210311547e+00, 1.76826981949821452e-02,-6.73729483259324269e+01
 3.71075844021289292e-01, 1.00000000005820766e-01,-9.07013260974099955e-02, 1.82750496278299543e-06,-3.43087439704586772e-01,-8.49307564677364568e-01, 2.90283373971496994e+00, 2.06703600103466584e-01, 1.74998272046353931e-01,-1.08449285742554746e+00,-1.92060478520523943e-02, 9.01947987628203052e-01,-5.33873637081282021e-02, 2.28115202619915358e+00, 1.73024968461248894e-02,-6.75751088298342353e+01
 3.70913368966571733e-01, 1.50000000008731149e-01,-9.08081617663357016e-02,-4.54682797247782681e-07,-3.37279727338026636e-01,-8.61316094744621674e-01, 2.90181583949958988e+00, 2.03772317316728430e-01, 1.72263820834194753e-01,-1.06486583267097856e+00,-1.92368600682580708e-02, 8.99714514843124924e-01,-5.37771790225747906e-02, 2.27986379010656215e+00, 1.69264796066627629e-02,-6.77774101708598522e+01
 3.70750064884878883e-01, 2.00000000011641532e-01,-9.09150597452611092e-02,-1.82652269589675702e-06,-3.31547671951959444e-01,-8.73330269314536167e-01, 2.90001713165553099e+00, 2.00836848552430225e-01, 1.69537532985361533e-01,-1.04540278412219512e+00,-1.92676860073818824e-02, 8.97474026588288676e-01,-5.41666801810325033e-02, 2.27856874203720361e+00, 1.65546948243754308e-02,-6.79798016113681882e+01
 3.70585938770357559e-01, 2.50000000000000000e-01,-9.10219935334234537e-02,-3.16894227367536286e-06,-3.25892473867189336e-01,-8.85347051335266699e-01, 2.89741881229748666e+00, 1.97898008632580696e-01, 1.66819893226452742e-01,-1.02611466854383471e+00,-1.92985178447956200e-02, 8.95227124194346802e-01,-5.45557556630566903e-02, 2.27726693413924330e+00, 1.61871891688148799e-02,-6.81822317778141098e+01
 3.70420994621033339e-01, 3.00000000002910383e-01,-9.11289349618162325e-02,-3.41568184760698135e-06,-3.20315365256002238e-01,-8.97363204479157517e-01, 2.89400282565913969e+00, 1.94956662260808850e-01, 1.64111425398742933e-01,-1.00701085301565829e+00,-1.93293472455773677e-02, 8.92974453034739213e-01,-5.49442863801738110e-02, 2.27595839482263562e+00, 1.58240118532043395e-02,-6.83846459462572938e+01
 3.70255239967533623e-01, 3.50000000005820766e-01,-9.12358557379118612e-02,-2.57114464572237457e-06,-3.14817456208215940e-01,-9.09375485323630550e-01, 2.88975191515806573e+00, 1.92013678862728243e-01, 1.61412653353304125e-01,-9.88101163716388675e-01,-1.93601658568436467e-02, 8.90716666798894385e-01,-5.53321540266445214e-02, 2.27464318054579184e+00, 1.54652094069490462e-02,-6.85869892748286105e+01
 3.70088699040822200e-01, 4.00000000008731149e-01,-9.13427276067469429e-02,-1.90300735502334055e-06,-3.09399681452542930e-01,-9.21380689146694909e-01, 2.88464966384126020e+00, 1.89069921523036200e-01, 1.58724091785978488e-01,-9.69395693038203610e-01,-1.93909654251072927e-02, 8.88454418765592169e-01,-5.57192458115099015e-02, 2.27332148035359882e+00, 1.51108243961566354e-02,-6.87892075742574320e+01
 3.69921375036834199e-01, 4.50000000011641532e-01,-9.14495208510609503e-02,-1.33613208254862252e-06,-3.04063029020443409e-01,-9.33375398554000757e-01, 2.87868067342062250e+00, 1.86126306231913119e-01, 1.56046297234902376e-01,-9.50903821697937190e-01,-1.94217371524361138e-02, 8.86188409061881344e-01,-5.61054367544781413e-02, 2.27199331644319846e+00, 1.47609023145244423e-02,-6.89912430806533763e+01
 3.69753278736366653e-01, 5.00000000000000000e-01,-9.15562054288817651e-02,-1.42914682379039050e-06,-2.98808362806196159e-01,-9.45356174077256362e-01, 2.87183058609970798e+00, 1.83183756803520031e-01, 1.53379829451965877e-01,-9.32634953570708136e-01,-1.94524721847475386e-02, 8.83919348950169770e-01,-5.64906031308882381e-02, 2.27065877124759741e+00, 1.44154862634466481e-02,-6.91930376614638902e+01
 3.69584415544366829e-01, 5.50000000002910383e-01,-9.16627520139596391e-02,-7.82332830979490253e-07,-2.93636485293421623e-01,-9.57319647727206902e-01, 2.86408608987602653e+00, 1.80243182247501132e-01, 1.50725232422124350e-01,-9.14596271709323116e-01,-1.94831618517425711e-02, 8.81647942958552311e-01,-5.68746227576560973e-02, 2.26931788456643790e+00, 1.40746144164696236e-02,-6.93945343907897296e+01
 3.69414796501193077e-01, 6.00000000005820766e-01,-9.17691294575909977e-02,-3.67959761262298060e-08,-2.88548093400625205e-01,-9.69262252158698323e-01, 2.85543515797313008e+00, 1.77305541258255206e-01, 1.48083089497668241e-01,-8.96796648605494906e-01,-1.95137969727488918e-02, 8.79374940130141391e-01,-5.72573680086097062e-02, 2.26797074098779916e+00, 1.37383274429518018e-02,-6.95956729918137995e+01
 3.69244430977161364e-01, 6.50000000008731149e-01,-9.18753064725347929e-02, 7.76705967085961939e-07,-2.83543803196477540e-01,-9.81180400314349832e-01, 2.84586703513166617e+00, 1.74371799230742364e-01, 1.45453986884453129e-01,-8.79244045138360408e-01,-1.95443683172573171e-02, 8.77101100036845494e-01,-5.76387104761286947e-02, 2.26661741189344346e+00, 1.34066635280640518e-02,-6.97963928605089450e+01
 3.69073330085942619e-01, 7.00000000011641532e-01,-9.19812522990098302e-02, 1.32355484413463442e-06,-2.78624201985866737e-01,-9.93070569471734665e-01, 2.83537222833206926e+00, 1.71442908021938345e-01, 1.42838496615919880e-01,-8.61944907620014966e-01,-1.95748668204019788e-02, 8.74827176569823117e-01,-5.80185247625455494e-02, 2.26525798256949162e+00, 1.30796564360492577e-02,-6.99966344803993934e+01
 3.68901504405109937e-01, 7.50000000000000000e-01,-9.20869353757194781e-02, 1.37661641372455920e-06,-2.73789768338459916e-01,-1.00492914282809376e+00, 2.82394269867596170e+00, 1.68519843527002361e-01, 1.40237208879036790e-01,-8.44905650026585686e-01,-1.96052831769635352e-02, 8.72553947994661905e-01,-5.83966823483460171e-02, 2.26389253410433300e+00, 1.27573394684121853e-02,-7.01963367569394023e+01
 3.68728963972034529e-01, 8.00000000002910383e-01,-9.21923233377238138e-02, 8.18060700848912625e-07,-2.69040868884428408e-01,-1.01675240921680921e+00, 2.81157195735737986e+00, 1.65603605643456719e-01, 1.37650732078262839e-01,-8.28132654563586645e-01,-1.96356078407113228e-02, 8.70282217031803085e-01,-5.87730515977399684e-02, 2.26252114335253474e+00, 1.24397454126499562e-02,-7.03954370131941971e+01
 3.68555722016515319e-01, 8.50000000005820766e-01,-9.22973844063474796e-02,-4.81430673474943546e-08,-2.64377834739218276e-01,-1.02853673157471226e+00, 2.79825496396526008e+00, 1.62695177905909677e-01, 1.35079658698210675e-01,-8.11631449307665731e-01,-1.96658314561994826e-02, 8.68012778414831820e-01,-5.91475046191492285e-02, 2.26114391260762249e+00, 1.21269026263740639e-02,-7.05938738248497799e+01
 3.68381794723026457e-01, 9.00000000008731149e-01,-9.24020872073486044e-02,-3.78451991559703887e-07,-2.59800948541123955e-01,-1.04027852542596255e+00, 2.78398817663574638e+00, 1.59795532336476420e-01, 1.32524569822509014e-01,-7.95406952340377615e-01,-1.96959448036473951e-02, 8.65746422678484451e-01,-5.95199164630617963e-02, 2.25976096773642965e+00, 1.18188356823314879e-02,-7.07915866583187778e+01
 3.68207194318597997e-01, 9.50000000011641532e-01,-9.25063987636811080e-02,-1.76621897934955393e-07,-2.55310331049018180e-01,-1.05197401235056853e+00, 2.76876991189161847e+00, 1.56905688061526605e-01, 1.29986085148370650e-01,-7.79463736321973744e-01,-1.97259381672842023e-02, 8.63483983540764499e-01,-5.98901547725626884e-02, 2.25837240322630350e+00, 1.15155708707522664e-02,-7.09885117235296548e+01
 3.68031933610961870e-01, 1.00000000000000000e+00,-9.26102867252676654e-02, 6.68936526639415965e-07,-2.50906056548449774e-01,-1.06361948730048894e+00, 2.75260009529006267e+00, 1.54026647419726187e-01, 1.27464808868338469e-01,-7.63805819739707514e-01,-1.97558020203647058e-02, 8.61226286268494179e-01,-6.02580903150991554e-02, 2.25697831825689477e+00, 1.12171302731144378e-02,-7.11845864714818930e+01
 3.67856015080460452e-01, 1.05000000000291038e+00,-9.27137207274016384e-02, 4.55692858798805608e-07,-2.46588201782027866e-01,-1.07521145314054833e+00, 2.73548007163064577e+00, 1.51159363569240118e-01, 1.24961302676285677e-01,-7.48436976280764221e-01,-1.97855273698608267e-02, 8.58974121156598991e-01,-6.06235990557525417e-02, 2.25557872991321862e+00, 1.09235290993470631e-02,-7.13797518573593379e+01
 3.67679453426809688e-01, 1.10000000000582077e+00,-9.28166678044701488e-02,-4.60054179066562296e-07,-2.42356649680648489e-01,-1.08674613674495135e+00, 2.71741333387551043e+00, 1.48304855687789061e-01, 1.22476183606421027e-01,-7.33360112235912021e-01,-1.98151045167527205e-02, 8.56728337104514015e-01,-6.09865506109925626e-02, 2.25417375253820307e+00, 1.06347859927919900e-02,-7.15739442010713844e+01
 3.67502258920296643e-01, 1.15000000000873115e+00,-9.29190957764459008e-02,-2.52150106009800505e-06,-2.38211229906733518e-01,-1.09821984628109925e+00, 2.69840507869411494e+00, 1.45464123611835860e-01, 1.20010051886007538e-01,-7.18577711987441137e-01,-1.98445239714417944e-02, 8.54489772242044254e-01,-6.13468167975067535e-02, 2.25276346530712113e+00, 1.03509154606108624e-02,-7.17671011975079267e+01
 3.67324436588612246e-01, 1.20000000001164153e+00,-9.30209750161302834e-02,-3.07035978078817482e-06,-2.34151801143980626e-01,-1.10962917395117766e+00, 2.67846184268018161e+00, 1.42638099081613484e-01, 1.17563450270642217e-01,-7.04092252904772176e-01,-1.98737769732173775e-02, 8.52259213881393474e-01,-6.17042785369675897e-02, 2.25134790571996168e+00, 1.00719239606046149e-02,-7.19591653271609886e+01
 3.67145995221968391e-01, 1.25000000000000000e+00,-9.31222737036683929e-02,-2.13580464176722524e-06,-2.30178031355526946e-01,-1.12097046563702141e+00, 2.65759240311257194e+00, 1.39827772183425292e-01, 1.15136971018481679e-01,-6.89905223120841238e-01,-1.99028541314778852e-02, 8.50037501646341509e-01,-6.20588094201284246e-02, 2.24992714126758830e+00, 9.79782076530324661e-03,-7.21500749348973613e+01
 3.66966942024261000e-01, 1.30000000000291038e+00,-9.32229606452795734e-02, 1.00226341806395161e-06,-2.26289524591964414e-01,-1.13224013589271255e+00, 2.63580729588005891e+00, 1.37034115965302433e-01, 1.12731192448445580e-01,-6.76017692205420850e-01,-1.99317462328164018e-02, 8.47825465886549390e-01,-6.24102854796903458e-02, 2.24850122686093945e+00, 9.52861157762752674e-03,-7.23397695289770297e+01
 3.66787292891846639e-01, 1.35000000000582077e+00,-9.33230062552793949e-02, 3.25564749216323777e-06,-2.22485894260990497e-01,-1.14343480292373756e+00, 2.61311852757793606e+00, 1.34258053849123815e-01, 1.10346651971534912e-01,-6.62430567195963826e-01,-1.99604445868866442e-02, 8.45623900753539437e-01,-6.27585924734023193e-02, 2.24707028669948983e+00, 9.26429603039342561e-03,-7.25281920518778236e+01
 3.66607062081211521e-01, 1.40000000000873115e+00,-9.34223809553299395e-02, 2.08861163461614729e-06,-2.18766655577773916e-01,-1.15455108192789435e+00, 2.58953994651911357e+00, 1.31500508812308015e-01, 1.07983887755694466e-01,-6.49144188699395608e-01,-1.99889404969144993e-02, 8.43433604321702668e-01,-6.31036160798039286e-02, 2.24563443201625157e+00, 9.00487189359028099e-03,-7.27152854038749439e+01
 3.66426258859230525e-01, 1.45000000001164153e+00,-9.35210547015406374e-02,-3.03424013956529848e-06,-2.15131190845592041e-01,-1.16558552338238819e+00, 2.56508739785857509e+00, 1.28762418039304799e-01, 1.05643451142601305e-01,-6.36158204482904499e-01,-2.00172251016263111e-02, 8.41255390561264083e-01,-6.34452388984462490e-02, 2.24419373437104497e+00, 8.75033629923672833e-03,-7.29009914052019354e+01
 3.66244894896921525e-01, 1.50000000000000000e+00,-9.36189990239689462e-02,-9.42024426063947691e-06,-2.11578880537748593e-01,-1.17653486434691645e+00, 2.53977817179855414e+00, 1.26044672483796749e-01, 1.03325856302762906e-01,-6.23472095783537572e-01,-2.00452900192100193e-02, 8.39090039508359364e-01,-6.37833510956875016e-02, 2.24274828454502684e+00, 8.50068102696281518e-03,-7.30852550240555559e+01
 3.66062981119494368e-01, 1.55000000000291038e+00,-9.37161870949964476e-02,-7.48945232763426971e-06,-2.08109104156382230e-01,-1.18739602980985803e+00, 2.51363091655779858e+00, 1.23348116235020219e-01, 1.01031580143270711e-01,-6.11085199545982061e-01,-2.00731273507916766e-02, 8.36938296437974460e-01,-6.41178496521189745e-02, 2.24129816744771615e+00, 8.25589270479703922e-03,-7.32680243994212503e+01
