"calcium_concentration.Cai","environment.time","icab.i_Cab","ical.i_CaL","icat.i_CaT","iha.i_ha","ik1.i_K1","ikr.i_Kr","ikur.i_Kur","ina.i_Na","inab.i_Nab","inak.i_NaK","incx.i_NaCa","ipca.i_pCa","ito.i_to","membrane.V"
 3.74729240283247333e-01, 0.00000000000000000e+00,-8.19409935554098190e-02,-8.42459655977979176e-05,-9.09752731480133914e-01, 2.07988835509792747e-01, 1.69343021620883261e+00, 3.49879458498381424e-01, 3.62940132935954174e-01,-2.43629293102313982e+00,-1.66284444431283457e-02, 1.06487638384022620e+00,-1.82004961807705583e-02, 2.31005594339385834e+00, 5.26255085030361627e-02,-5.06515411521067733e+01
 3.74692700892820862e-01, 5.00000000029103830e-02,-8.20079387680021504e-02,-7.84535150700166832e-05,-9.04012948256674220e-01, 2.00317995893738887e-01, 1.70483842277898101e+00, 3.48528377732481909e-01, 3.60270860434204421e-01,-2.43566402617179723e+00,-1.66480978467889625e-02, 1.06382340880173532e+00,-1.84684256329554035e-02, 2.30976746637680197e+00, 5.19574886393134386e-02,-5.07805779565261943e+01
 3.74654463121652515e-01, 1.00000000005820766e-01,-8.20750128744350688e-02,-7.20137186814831705e-05,-8.98286900954938572e-01, 1.92635979112083078e-01, 1.71629788502134240e+00, 3.47171958007334303e-01, 3.57619350291379701e-01,-2.43481240605454463e+00,-1.66677805755644816e-02, 1.06276590594097486e+00,-1.87364579346373239e-02, 2.30946556750304799e+00, 5.12975607278988999e-02,-5.09098072985427379e+01
 3.74614541422983005e-01, 1.50000000008731149e-01,-8.21422220689417559e-02,-6.64305350958057175e-05,-8.92573633189051918e-01, 1.84942039476164499e-01, 1.72780914050586354e+00, 3.45810099399602888e-01, 3.54985267197699295e-01,-2.43373681171640843e+00,-1.66874945382820411e-02, 1.06170375762529123e+00,-1.90046199735502477e-02, 2.30915035909722022e+00, 5.06455910065388634e-02,-5.10392417107923748e+01
 3.74572945743386676e-01, 2.00000000011641532e-01,-8.22095727478053817e-02,-6.08456892775361820e-05,-8.86872091268409823e-01, 1.77235417141335949e-01, 1.73937273464137632e+00, 3.44442697888052263e-01, 3.52368280644766829e-01,-2.43243569714291663e+00,-1.67072416800486852e-02, 1.06063684313821760e+00,-1.92729383715886556e-02, 2.30882191784159474e+00, 5.00014354689666124e-02,-5.11688939641112839e+01
 3.74529687696012414e-01, 2.50000000000000000e-01,-8.22770712903741486e-02,-5.53713568840239021e-05,-8.81181279283737573e-01, 1.69515350911008555e-01, 1.75098920043067574e+00, 3.43069648858246645e-01, 3.49768062288986992e-01,-2.43090761759627094e+00,-1.67270239495560316e-02, 1.05956504042136568e+00,-1.95414400866730231e-02, 2.30848033351725990e+00, 4.93649568593227880e-02,-5.12987768528704962e+01
 3.74484778791156991e-01, 3.00000000002910383e-01,-8.23447241218885073e-02,-5.01357377270696120e-05,-8.75500214912006025e-01, 1.61781074556769378e-01, 1.76265906265597372e+00, 3.41690846113703928e-01, 3.47184286648047458e-01,-2.42915111784428017e+00,-1.67468433084727968e-02, 1.05848822555585320e+00,-1.98101522396304658e-02, 2.30812569503596965e+00, 4.87360197804649065e-02,-5.14289032566437854e+01
 3.74438230436341168e-01, 3.50000000005820766e-01,-8.24125377133558407e-02,-4.52831773221835750e-05,-8.69827929560611834e-01, 1.54031816830774160e-01, 1.77438283651849660e+00, 3.40306181891709303e-01, 3.44616631060445655e-01,-2.42716473172571989e+00,-1.67667017314102607e-02, 1.05740627274931831e+00,-2.00791021127640218e-02, 2.30775809044239866e+00, 4.81144906864201735e-02,-5.15592861399809053e+01
 3.74390054311245724e-01, 4.00000000008731149e-01,-8.24805185363280680e-02,-4.09001434232536995e-05,-8.64163493594484966e-01, 1.46266805933191524e-01, 1.78616101944767558e+00, 3.38915547782051574e-01, 3.42064775975047419e-01,-2.42494698927222263e+00,-1.67866011944775712e-02, 1.05631905494702294e+00,-2.03483170545635875e-02, 2.30737760987699358e+00, 4.75002392856434877e-02,-5.16899384772660397e+01
 3.74340263595035305e-01, 4.50000000011641532e-01,-8.25486729146227005e-02,-3.67717275731608623e-05,-8.58506100049968635e-01, 1.38485284165821954e-01, 1.79799406723681132e+00, 3.37518837715755748e-01, 3.39528406008922368e-01,-2.42249644123019436e+00,-1.68065436377423764e-02, 1.05522644588488856e+00,-2.06178241702641950e-02, 2.30698435527229595e+00, 4.68931431020175246e-02,-5.18208730062485330e+01
