"calcium_concentration.Cai","environment.time","icab.i_Cab","ical.i_CaL","icat.i_CaT","iha.i_ha","ik1.i_K1","ikr.i_Kr","ikur.i_Kur","ina.i_Na","inab.i_Nab","inak.i_NaK","incx.i_NaCa","ipca.i_pCa","ito.i_to","membrane.V"
 1.75926167696600882e-01, 0.00000000000000000e+00,-1.00627280486847978e-01,-6.50236674456562640e-09,-4.33240997085317492e-01,-1.67511473293853252e+00, 1.64400582618527635e+00, 4.56199464720119172e-03, 3.68228343834956862e-03,-9.23367538863604453e-01,-2.06890688276924126e-02, 7.88405285542167267e-01,-2.16500831935790457e-02, 7.07543980906446324e-01, 1.28997500420370038e-03,-7.73120628398421985e+01
 1.75912671135064591e-01, 5.00000000029103830e-02,-1.00627139091887599e-01,-6.49865387273068384e-09,-4.33301688753586878e-01,-1.67504058609233786e+00, 1.64437005072484821e+00, 4.56042548157996070e-03, 3.68070593916375354e-03,-9.23672559842499852e-01,-2.06888769111690726e-02, 7.88420657274965686e-01,-2.16448231307968877e-02, 7.07447380765227840e-01, 1.29044776893604734e-03,-7.73108027886411691e+01
 1.75899179048133375e-01, 1.00000000005820766e-01,-1.00626997424174788e-01,-6.49494358578398282e-09,-4.33362393886523811e-01,-1.67496641525794820e+00, 1.64473429457651577e+00, 4.55885699074606941e-03, 3.67912895872451583e-03,-9.23977661415178342e-01,-2.06886849520241008e-02, 7.88436032281570887e-01,-2.16395640204135181e-02, 7.07350816794409032e-01, 1.29092070078972105e-03,-7.73095424576026318e+01
 1.75885691434428060e-01, 1.50000000008731149e-01,-1.00626855483480729e-01,-6.49123588064965883e-09,-4.33423112517989872e-01,-1.67489222040196051e+00, 1.64509855784135728e+00, 4.55728917503693803e-03, 3.67755249740190976e-03,-9.24282843697385337e-01,-2.06884929501840245e-02, 7.88451410567759248e-01,-2.16343058613969255e-02, 7.07254288980582180e-01, 1.29139379999341488e-03,-7.73082818462441992e+01
 1.75872208292571774e-01, 2.00000000011641532e-01,-1.00626713269576271e-01,-6.48753075425354145e-09,-4.33483844681865738e-01,-1.67481800149093196e+00, 1.64546284062051518e+00, 4.55572203478969099e-03, 3.67597655556536809e-03,-9.24588106805025567e-01,-2.06883009055752777e-02, 7.88466792139313699e-01,-2.16290486527150640e-02, 7.07157797310358438e-01, 1.29186706677612579e-03,-7.73070209540829154e+01
 1.75858729621194004e-01, 2.50000000000000000e-01,-1.00626570782231917e-01,-6.48382820352423875e-09,-4.33544590412031972e-01,-1.67474375849140222e+00, 1.64582714301508615e+00, 4.55415557034160277e-03, 3.67440113358415664e-03,-9.24893450854074151e-01,-2.06881088181242873e-02, 7.88482177002018836e-01,-2.16237923933373481e-02, 7.07061341770396257e-01, 1.29234050136701182e-03,-7.73057597806356398e+01
 1.75845255418914881e-01, 3.00000000002910383e-01,-1.00626428021217781e-01,-6.48012822538883102e-09,-4.33605349742440971e-01,-1.67466949136980681e+00, 1.64619146512654257e+00, 4.55258978202827212e-03, 3.67282623182553416e-03,-9.25198875960932310e-01,-2.06879166877572025e-02, 7.88497565161679681e-01,-2.16185370822286858e-02, 7.06964922347289026e-01, 1.29281410399594270e-03,-7.73044983254175833e+01
 1.75831785684368636e-01, 3.50000000005820766e-01,-1.00626284986303632e-01,-6.47643081677933265e-09,-4.33666122707010604e-01,-1.67459520009260854e+00, 1.64655580705609594e+00, 4.55102467018633598e-03, 3.67125185065749100e-03,-9.25504382241894463e-01,-2.06877245144002804e-02, 7.88512956624093597e-01,-2.16132827183585438e-02, 7.06868539027732945e-01, 1.29328787489267020e-03,-7.73032365879445251e+01
 1.75818320416188029e-01, 4.00000000008731149e-01,-1.00626141677258946e-01,-6.47273597462837513e-09,-4.33726909339694544e-01,-1.67452088462620829e+00, 1.64692016890512583e+00, 4.54946023515169322e-03, 3.66967799044694808e-03,-9.25809969813502720e-01,-2.06875322979796251e-02, 7.88528351395068827e-01,-2.16080293006948691e-02, 7.06772191798415439e-01, 1.29376181428738713e-03,-7.73019745677313068e+01
 1.75804859613008263e-01, 4.50000000011641532e-01,-1.00625998093852767e-01,-6.46904369587030221e-09,-4.33787709674464894e-01,-1.67444654493696810e+00, 1.64728455077506886e+00, 4.54789647725992782e-03, 3.66810465156019094e-03,-9.26115638792458951e-01,-2.06873400384212577e-02, 7.88543749480420830e-01,-2.16027768282056193e-02, 7.06675880646043475e-01, 1.29423592241058381e-03,-7.73007122642922297e+01
 1.75791403273470731e-01, 5.00000000000000000e-01,-1.00625854235853865e-01,-6.46535397744222040e-09,-4.33848523745294590e-01,-1.67437218099123575e+00, 1.64764895276730750e+00, 4.54633339684675127e-03, 3.66653183436331607e-03,-9.26421389295535636e-01,-2.06871477356511853e-02, 7.88559150885966287e-01,-2.15975252998602749e-02, 7.06579605557370316e-01, 1.29471019949290497e-03,-7.72994496771414390e+01
 1.75777951396207582e-01, 5.50000000002910383e-01,-1.00625710103030550e-01,-6.46166681627972250e-09,-4.33909351586227732e-01,-1.67429779275525181e+00, 1.64801337498360634e+00, 4.54477099424623141e-03, 3.66495953922043758e-03,-9.26727221439930915e-01,-2.06869553895951477e-02, 7.88574555617541528e-01,-2.15922747146237715e-02, 7.06483366519084499e-01, 1.29518464576571521e-03,-7.72981868057914028e+01
 1.75764503979865067e-01, 6.00000000005820766e-01,-1.00625565695150840e-01,-6.45798220932332385e-09,-4.33970193231273671e-01,-1.67422338019528394e+00, 1.64837781752547152e+00, 4.54320926979349775e-03, 3.66338776649641727e-03,-9.27033135342735348e-01,-2.06867630001789753e-02, 7.88589963680976780e-01,-2.15870250714655341e-02, 7.06387163517977812e-01, 1.29565926146026533e-03,-7.72969236497551435e+01
 1.75751061023087907e-01, 6.50000000008731149e-01,-1.00625421011982435e-01,-6.45430015351416762e-09,-4.34031048714477674e-01,-1.67414894327754027e+00, 1.64874228049456617e+00, 4.54164822382290695e-03, 3.66181651655501580e-03,-9.27339131121288851e-01,-2.06865705673283662e-02, 7.88605375082113036e-01,-2.15817763693535898e-02, 7.06290996540832938e-01, 1.29613404680823806e-03,-7.72956602085447884e+01
 1.75737622524523240e-01, 7.00000000011641532e-01,-1.00625276053292634e-01,-6.45062064579509353e-09,-4.34091918069903770e-01,-1.67407448196818986e+00, 1.64910676399261180e+00, 4.54008785666851732e-03, 3.66024578975937282e-03,-9.27645208893088768e-01,-2.06863780909689182e-02, 7.88620789826796065e-01,-2.15765286072558994e-02, 7.06194865574451325e-01, 1.29660900204161579e-03,-7.72943964816719102e+01
