"calcium_concentration.Cai","environment.time","icab.i_Cab","ical.i_CaL","icat.i_CaT","iha.i_ha","ik1.i_K1","ikr.i_Kr","ikur.i_Kur","ina.i_Na","inab.i_Nab","inak.i_NaK","incx.i_NaCa","ipca.i_pCa","ito.i_to","membrane.V"
 3.56311705092569098e-01, 0.00000000000000000e+00,-8.11632606316643468e-02,-1.40841675471498106e-03,-1.20678075170807975e+00, 2.69058059473695543e-01, 1.50807638978314862e+00, 9.16568549458447346e-01, 6.63562656818628027e-01,-1.68074742980208053e-01,-1.62993687017142438e-02, 1.08207070636933933e+00,-1.05883215600406210e-02, 2.16316076156998349e+00, 1.47807662817562330e-01,-4.84909544762672269e+01
 3.56481799663038557e-01, 5.00000000029103830e-02,-8.12955111729785213e-02,-1.22235438222279024e-03,-1.18518164763615563e+00, 2.51895546892984656e-01, 1.53006604324705520e+00, 9.09876789193798885e-01, 6.56019927769913025e-01,-1.67978598152639130e-01,-1.63395038758902059e-02, 1.08001759958445631e+00,-1.11607353852936735e-02, 2.16453035022232765e+00, 1.45274924926939941e-01,-4.87544668281180620e+01
 3.56648343503423337e-01, 1.00000000005820766e-01,-8.14280475261409259e-02,-1.06013209095892256e-03,-1.16378526307228580e+00, 2.34706009982851960e-01, 1.55227188823336770e+00, 9.03129984259428031e-01, 6.48536606500078383e-01,-1.67836776463203136e-01,-1.63797038603387922e-02, 1.07794897071118601e+00,-1.17337363713202244e-02, 2.16587112831573414e+00, 1.42769132994868320e-01,-4.90184046996710663e+01
 3.56811368860627698e-01, 1.50000000008731149e-01,-8.15608688161869461e-02,-9.19025539992861153e-04,-1.14259465326003196e+00, 2.17489470266141627e-01, 1.57469078639715288e+00, 8.96328731290389369e-01, 6.41111789546469302e-01,-1.67649268546200297e-01,-1.64199686000844648e-02, 1.07586474364219176e+00,-1.23073225858402642e-02, 2.16718336896623853e+00, 1.40290344965857128e-01,-4.92827677299777491e+01
 3.56970865702744111e-01, 2.00000000011641532e-01,-8.16939748371322411e-02,-7.96594293187793782e-04,-1.12161270705906979e+00, 2.00245964046287250e-01, 1.59731926642608957e+00, 8.89473649923219423e-01, 6.33744577920456131e-01,-1.67416118232956684e-01,-1.64602980059344248e-02, 1.07376484483856127e+00,-1.28814845134076431e-02, 2.16846700464391962e+00, 1.37838606344930587e-01,-4.95475553334319230e+01
 3.57126910997803082e-01, 2.50000000000000000e-01,-8.18273636901778179e-02,-6.90633276441420928e-04,-1.10084218750809915e+00, 1.82975538898128898e-01, 1.62015351436202071e+00, 8.82565382490408168e-01, 6.26434076330935508e-01,-1.67137421773175310e-01,-1.65006919626953484e-02, 1.07164920298298361e+00,-1.34562267464882999e-02, 2.16972266763786292e+00, 1.35413950565329871e-01,-4.98127667537178880e+01
 3.57279516687849075e-01, 3.00000000002910383e-01,-8.19610345301724635e-02,-5.99115114708209185e-04,-1.08028573121126525e+00, 1.65678261727551401e-01, 1.64318934830740515e+00, 8.75604597896470160e-01, 6.19179396581059915e-01,-1.66813329249608122e-01,-1.65411503103061359e-02, 1.06951775004971483e+00,-1.40315423790672768e-02, 2.17095046648293932e+00, 1.33016399499720189e-01,-5.00784009399350865e+01
 3.57428703623981270e-01, 3.50000000005820766e-01,-8.20949862077399034e-02,-5.20149159220183069e-04,-1.05994590076973783e+00, 1.48354217610226824e-01, 1.66642220476400760e+00, 8.68591992585128203e-01, 6.11979657518215370e-01,-1.66444042491401989e-01,-1.65816728465611740e-02, 1.06737042126285542e+00,-1.46074253376315081e-02, 2.17215058107850512e+00, 1.30645964096566009e-01,-5.03444565644780226e+01
 3.57574512621671725e-01, 4.00000000008731149e-01,-8.22292171365407165e-02,-4.52211494106481747e-04,-1.03982495865249747e+00, 1.31003500749294899e-01, 1.68984713532066433e+00, 8.61528280672299585e-01, 6.04833980724812315e-01,-1.66029823139543647e-01,-1.66222593481235893e-02, 1.06520715407288757e+00,-1.51838725912179420e-02, 2.17332335155117562e+00, 1.28302642986255655e-01,-5.06109321610014007e+01
 3.57716981375629961e-01, 4.50000000011641532e-01,-8.23637256418443126e-02,-3.93944134919805384e-04,-1.01992503856061134e+00, 1.13626224368937434e-01, 1.71345877782353462e+00, 8.54414203139653772e-01, 5.97741495423005142e-01,-1.65570987418582727e-01,-1.66629095474673562e-02, 1.06302788946450311e+00,-1.57608799588517326e-02, 2.17446909250593690e+00, 1.25986424180771356e-01,-5.08778259730306530e+01
 3.57856112121705816e-01, 5.00000000000000000e-01,-8.24985102985380248e-02,-3.43660090644384766e-04,-1.00024863910158701e+00, 9.62225534412661787e-02, 1.73725129545324419e+00, 8.47250554491498775e-01, 5.90701353281554264e-01,-1.65067891327444705e-01,-1.67036230564430246e-02, 1.06083257619453031e+00,-1.63384354772379801e-02, 2.17558783304106340e+00, 1.23697289085672818e-01,-5.11451354521235473e+01
 3.57991951116134299e-01, 5.50000000002910383e-01,-8.26335690489530122e-02,-3.00495664010337398e-04,-9.80797435001777740e-01, 7.87926305192896415e-02, 1.76121846102912305e+00, 8.40038120688027634e-01, 5.83712695028665629e-01,-1.64520967728746886e-01,-1.67443995392548770e-02, 1.05862116160865849e+00,-1.69165353798864104e-02, 2.17667995590440810e+00, 1.21435203855642160e-01,-5.14128583935724990e+01
 3.58124532748151869e-01, 6.00000000005820766e-01,-8.27688998232432027e-02,-2.63607401973293043e-04,-9.61573075719176162e-01, 6.13366278908311635e-02, 1.78535356992299765e+00, 8.32777722306876300e-01, 5.76774674258385134e-01,-1.63930701913440308e-01,-1.67852385907918886e-02, 1.05639359825278700e+00,-1.74951728931931373e-02, 2.17774574802310728e+00, 1.19200125870437587e-01,-5.16809921375720620e+01
 3.58253873606877826e-01, 6.50000000008731149e-01,-8.29045002901989958e-02,-2.31823966527267271e-04,-9.42577800208856620e-01, 4.38547929501200695e-02, 1.80964935962000695e+00, 8.25470249668912470e-01, 5.69886476955718480e-01,-1.63297605738445206e-01,-1.68261396305254551e-02, 1.05414984985645543e+00,-1.80743357016312119e-02, 2.17878535288886344e+00, 1.16992009044540338e-01,-5.19495328725912557e+01
 3.58380004731920276e-01, 7.00000000011641532e-01,-8.30403680206421024e-02,-2.04549866840556850e-04,-9.23813042943878227e-01, 2.63473519576051807e-02, 1.83409812521336435e+00, 8.18116585956583875e-01, 5.63047279679336321e-01,-1.62622272847202654e-01,-1.68671021270827629e-02, 1.05188987922126920e+00,-1.86540146001527157e-02, 2.17979902982639295e+00, 1.14810792910862311e-01,-5.22184771098374441e+01
 3.58502956885738910e-01, 7.50000000000000000e-01,-8.31765004128335594e-02,-1.81358407846154046e-04,-9.05280034144507528e-01, 8.81455397733521551e-03, 1.85869164202536474e+00, 8.10717641801704691e-01, 5.56256268939270049e-01,-1.61905354878730701e-01,-1.69081254956892149e-02, 1.04961365388985328e+00,-1.92341995567443386e-02, 2.18078703558499720e+00, 1.12656407952861096e-01,-5.24878210099021345e+01
 3.58622744636500401e-01, 8.00000000002910383e-01,-8.33128946192797371e-02,-1.61483978846891914e-04,-8.86980444492094011e-01,-8.74328282300473880e-03, 1.88342108281971243e+00, 8.03274389813348200e-01, 5.49512660462112890e-01,-1.61147530944477896e-01,-1.69492089897117053e-02, 1.04732115233853484e+00,-1.98148754046340234e-02, 2.18174949646368077e+00, 1.10528781206592652e-01,-5.27575596706751426e+01
 3.58739379868563080e-01, 8.50000000005820766e-01,-8.34495476084616966e-02,-1.44249331737053891e-04,-8.68915807021854780e-01,-2.63258107096688843e-02, 1.90827705494202782e+00, 7.95787834021364548e-01, 5.42815682644442465e-01,-1.60349534695754470e-01,-1.69903517927520453e-02, 1.04501235909019563e+00,-2.03960254363544924e-02, 2.18268651692674664e+00, 1.08427831683038697e-01,-5.30276877319952007e+01
 3.58852884849551301e-01, 9.00000000008731149e-01,-8.35864562244914983e-02,-1.29494390151149090e-04,-8.51086942542769176e-01,-4.39326903610834929e-02, 1.93324963690525986e+00, 7.88258980930607978e-01, 5.36164561123861905e-01,-1.59512181552028398e-01,-1.70315531075582206e-02, 1.04268725983368360e+00,-2.09776349475174137e-02, 2.18359828457785854e+00, 1.06353466170973007e-01,-5.32981999594075404e+01
 3.58963280924116390e-01, 9.50000000011641532e-01,-8.37236168241414641e-02,-1.16875552055453578e-04,-8.33494969352030490e-01,-6.15635187002330220e-02, 1.95832825879457473e+00, 7.80688892196486295e-01, 5.29558548241003679e-01,-1.58636315884921220e-01,-1.70728119867689966e-02, 1.04034585106623090e+00,-2.15596869370673523e-02, 2.18448497930924512e+00, 1.04305588046381723e-01,-5.35690901328970952e+01
 3.59070601999652961e-01, 1.00000000000000000e+00,-8.38610249513012385e-02,-1.05885476228180609e-04,-8.16141424906999924e-01,-7.92178194436452543e-02, 1.98350167028877755e+00, 7.73078689868518909e-01, 5.22996926374801552e-01,-1.57722799987608658e-01,-1.71141273098677563e-02, 1.03798814169089537e+00,-2.21421642319306854e-02, 2.18534688160846802e+00, 1.02284098599511333e-01,-5.38403508955762362e+01
 3.59174862399572969e-01, 1.05000000000291038e+00,-8.39986767311639571e-02,-9.64712485840222818e-05,-7.99026802767314637e-01,-9.68951444463004297e-02, 2.00875806866093676e+00, 7.65429484680751449e-01, 5.16478968263065497e-01,-1.56772604006987254e-01,-1.71554980213685995e-02, 1.03561413962662452e+00,-2.27250469321015718e-02, 2.18618411437792481e+00, 1.00288884663651975e-01,-5.41119753175242479e+01
