"calcium_concentration.Cai","environment.time","icab.i_Cab","ical.i_CaL","icat.i_CaT","iha.i_ha","ik1.i_K1","ikr.i_Kr","ikur.i_Kur","ina.i_Na","inab.i_Nab","inak.i_NaK","incx.i_NaCa","ipca.i_pCa","ito.i_to","membrane.V"
 1.76123668213124057e-01, 0.00000000000000000e+00,-1.00476205522465792e-01,-5.82653455637891284e-09,-4.79175055772811276e-01,-1.64474876145673932e+00, 1.72332715507227596e+00, 4.47177484520602287e-04, 3.03190075652199796e-03,-9.89741665559970452e-01,-2.06464805695073216e-02, 7.91812973768380890e-01,-2.13360462225680239e-02, 7.08958042797590005e-01, 1.34726647540604066e-03,-7.70324444675291460e+01
 1.76110739716365455e-01, 5.00000000029103830e-02,-1.00475990912831353e-01,-5.82341158174932018e-09,-4.79243051540802267e-01,-1.64466669393168319e+00, 1.72370560563767095e+00, 4.47329251068064287e-04, 3.03051686567985595e-03,-9.90071832736468482e-01,-2.06462734254825829e-02, 7.91829531230284100e-01,-2.13308173856662613e-02, 7.08865450381688467e-01, 1.34777752919394375e-03,-7.70310844383215851e+01
 1.76097815608748598e-01, 1.00000000005820766e-01,-1.00475775947786672e-01,-5.82029100715313728e-09,-4.79311071810674394e-01,-1.64458459205188312e+00, 1.72408410787223354e+00, 4.47481206327809229e-04, 3.02913349624520621e-03,-9.90402120700806243e-01,-2.06460662143017788e-02, 7.91846093893058489e-01,-2.13255892635330867e-02, 7.08772893194806630e-01, 1.34828882323501076e-03,-7.70297239681926982e+01
 1.76084895889865173e-01, 1.50000000008731149e-01,-1.00475560626803920e-01,-5.81717283244255028e-09,-4.79379116651962645e-01,-1.64450245574935816e+00, 1.72446266198772546e+00, 4.47633350266706063e-04, 3.02775064863044802e-03,-9.90732529726155220e-01,-2.06458589358130898e-02, 7.91862661768656162e-01,-2.13203618547329263e-02, 7.08680371230669737e-01, 1.34880035798352069e-03,-7.70283630561457642e+01
 1.76071980559319191e-01, 2.00000000011641532e-01,-1.00475344949353396e-01,-5.81405705749378317e-09,-4.79447186134390857e-01,-1.64442028495593839e+00, 1.72484126819646177e+00, 4.47785682852571277e-04, 3.02636832324821572e-03,-9.91063060086595060e-01,-2.06456515898642938e-02, 7.91879234869063642e-01,-2.13151351578299217e-02, 7.08587884483091512e-01, 1.34931213389504249e-03,-7.70270017011812769e+01
 1.76059069616730374e-01, 2.50000000000000000e-01,-1.00475128914903594e-01,-5.81094368220800277e-09,-4.79515280327852400e-01,-1.64433807960328626e+00, 1.72521992671120050e+00, 4.47938204054128188e-04, 3.02498652051178202e-03,-9.91393712057017540e-01,-2.06454441763027803e-02, 7.91895813206295096e-01,-2.13099091713894184e-02, 7.08495432945999148e-01, 1.34982415142628483e-03,-7.70256399022973284e+01
 1.76046163061719468e-01, 3.00000000002910383e-01,-1.00474912522920873e-01,-5.80783270650768985e-09,-4.79583399302488944e-01,-1.64425583962279864e+00, 1.72559863774559497e+00, 4.48090913841188215e-04, 3.02360524083347031e-03,-9.91724485913510145e-01,-2.06452366949753420e-02, 7.91912396792413986e-01,-2.13046838939718007e-02, 7.08403016613327940e-01, 1.35033641103570715e-03,-7.70242776584879891e+01
 1.76033260893930565e-01, 3.50000000005820766e-01,-1.00474695772869937e-01,-5.80472413034207784e-09,-4.79651543128571889e-01,-1.64417356494575850e+00, 1.72597740151350187e+00, 4.48243812184377448e-04, 3.02222448462700346e-03,-9.92055381932779756e-01,-2.06450291457285356e-02, 7.91928985639501315e-01,-2.12994593241418312e-02, 7.08310635479181161e-01, 1.35084891318259679e-03,-7.70229149687457806e+01
 1.76020363113016137e-01, 4.00000000008731149e-01,-1.00474478664213551e-01,-5.80161795368352485e-09,-4.79719711876581245e-01,-1.64409125550322810e+00, 1.72635621822945495e+00, 4.48396899055325624e-04, 3.02084425230595647e-03,-9.92386400392537227e-01,-2.06448215284084149e-02, 7.91945579759677831e-01,-2.12942354604623435e-02, 7.08218289537722256e-01, 1.35136165832769740e-03,-7.70215518320599841e+01
 1.76007469718640841e-01, 4.50000000011641532e-01,-1.00474261196412576e-01,-5.79851417652841776e-09,-4.79787905617185484e-01,-1.64400891122608162e+00, 1.72673508810853349e+00, 4.48550174426617389e-04, 3.01946454428412376e-03,-9.92717541571400020e-01,-2.06446138428606138e-02, 7.91962179165096480e-01,-2.12890123014958452e-02, 7.08125978783203269e-01, 1.35187464693304412e-03,-7.70201882474170958e+01
 1.75994580710485155e-01, 5.00000000000000000e-01,-1.00474043368926069e-01,-5.79541279889807715e-09,-4.79856124421222885e-01,-1.64392653204502781e+00, 1.72711401136624598e+00, 4.48703638271746223e-04, 3.01808536097589088e-03,-9.93048805748797614e-01,-2.06444060889304087e-02, 7.91978783867938851e-01,-2.12837898458061274e-02, 7.08033703209989707e-01, 1.35238787946180593e-03,-7.70188242138012527e+01
 1.75981696088230555e-01, 5.50000000002910383e-01,-1.00473825181210952e-01,-5.79231382083514169e-09,-4.79924368359779807e-01,-1.64384411789050944e+00, 1.72749298821899400e+00, 4.48857290565302927e-04, 3.01670670279468841e-03,-9.93380193205354645e-01,-2.06441982664624692e-02, 7.91995393880435383e-01,-2.12785680919520548e-02, 7.07941462812454958e-01, 1.35290135637891064e-03,-7.70174597301925559e+01
 1.75968815851581806e-01, 6.00000000005820766e-01,-1.00473606632722548e-01,-5.78921724240898621e-09,-4.79992637504071507e-01,-1.64376166869285134e+00, 1.72787201888339181e+00, 4.49011131282704083e-04, 3.01532857015535550e-03,-9.93711704222313918e-01,-2.06439903753012008e-02, 7.92012009214834833e-01,-2.12733470384967004e-02, 7.07849257585139835e-01, 1.35341507815012999e-03,-7.70160947955695150e+01
 1.75955940000252109e-01, 6.50000000008731149e-01,-1.00473387722914184e-01,-5.78612306371210603e-09,-4.80060931925522072e-01,-1.64367918438216343e+00, 1.72825110357670386e+00, 4.49165160400369324e-04, 3.01395096347252056e-03,-9.94043339081921662e-01,-2.06437824152905444e-02, 7.92028629883424040e-01,-2.12681266840013261e-02, 7.07757087522646322e-01, 1.35392904524267747e-03,-7.70147294089074705e+01
 1.75943068533966851e-01, 7.00000000011641532e-01,-1.00473168451237299e-01,-5.78303128486102029e-09,-4.80129251695744885e-01,-1.64359666488836598e+00, 1.72863024251674724e+00, 4.49319377895683277e-04, 3.01257388316103188e-03,-9.94375098067330487e-01,-2.06435743862740072e-02, 7.92045255898524037e-01,-2.12629070270269512e-02, 7.07664952619664001e-01, 1.35444325812506873e-03,-7.70133635691789493e+01
 1.75930201452467266e-01, 7.50000000000000000e-01,-1.00472948817141514e-01,-5.77994190599717027e-09,-4.80197596886521028e-01,-1.64351411014120963e+00, 1.72900943592177381e+00, 4.49473783746950624e-04, 3.01119732963634054e-03,-9.94706981462502471e-01,-2.06433662880947354e-02, 7.92061887272483278e-01,-2.12576880661357152e-02, 7.07572852870996472e-01, 1.35495771726697168e-03,-7.70119972753540765e+01
 1.75917338755495450e-01, 8.00000000002910383e-01,-1.00472728820074353e-01,-5.77685492728331781e-09,-4.80265967569880825e-01,-1.64343152007018389e+00, 1.72938868401090695e+00, 4.49628377933575371e-04, 3.00982130331289063e-03,-9.95038989552596731e-01,-2.06431581205952543e-02, 7.92078524017699293e-01,-2.12524697998848627e-02, 7.07480788271454331e-01, 1.35547242313980112e-03,-7.70106305263989981e+01
 1.75904480442816979e-01, 8.50000000005820766e-01,-1.00472508459481663e-01,-5.77377034890894682e-09,-4.80334363817983001e-01,-1.64334889460465816e+00, 1.72976798700348544e+00, 4.49783160435794519e-04, 3.00844580460652355e-03,-9.95371122623387894e-01,-2.06429498836178602e-02, 7.92095166146588259e-01,-2.12472522268359991e-02, 7.07388758816016705e-01, 1.35598737621582337e-03,-7.70092633212782545e+01
 1.75891626514205757e-01, 9.00000000008731149e-01,-1.00472287734807361e-01,-5.77068817108665432e-09,-4.80402785703194890e-01,-1.64326623367378777e+00, 1.73014734511949997e+00, 4.49938131234858851e-04, 3.00707083393287602e-03,-9.95703380961653894e-01,-2.06427415770043567e-02, 7.92111813671603771e-01,-2.12420353455487453e-02, 7.07296764499722452e-01, 1.35650257696875954e-03,-7.70078956589531884e+01
 1.75878776969447842e-01, 9.50000000011641532e-01,-1.00472066645493421e-01,-5.76760839405305861e-09,-4.80471233298072675e-01,-1.64318353720653620e+00, 1.73052675857948102e+00, 4.50093290312988264e-04, 3.00569639170776386e-03,-9.96035764855077943e-01,-2.06425332005961207e-02, 7.92128466605233950e-01,-2.12368191545825070e-02, 7.07204805317698804e-01, 1.35701802587363026e-03,-7.70065275383823575e+01
 1.75865931808345199e-01, 1.00000000000000000e+00,-1.00471845190980069e-01,-5.76453101806968940e-09,-4.80539706675340739e-01,-1.64310080513170087e+00, 1.73090622760439028e+00, 4.50248637653329108e-04, 3.00432247834759442e-03,-9.96368274592152825e-01,-2.06423247542341752e-02, 7.92145124959995117e-01,-2.12316036524978977e-02, 7.07112881265186455e-01, 1.35753372340661170e-03,-7.70051589585219176e+01
 1.75853091030700709e-01, 1.05000000000291038e+00,-1.00471623370705435e-01,-5.76145604341939861e-09,-4.80608205907971597e-01,-1.64301803737781582e+00, 1.73128575241605742e+00, 4.50404173240135459e-04, 3.00294909426774724e-03,-9.96700910462566703e-01,-2.06421162377589118e-02, 7.92161788748450668e-01,-2.12263888378505690e-02, 7.07020992337433873e-01, 1.35804967004563124e-03,-7.70037899183240455e+01
 1.75840254636340565e-01, 1.10000000000582077e+00,-1.00471401184105871e-01,-5.75838347041174122e-09,-4.80676731069066998e-01,-1.64293523387329476e+00, 1.73166533323652883e+00, 4.50559897058502954e-04, 3.00157623988500395e-03,-9.97033672756623135e-01,-2.06419076510105000e-02, 7.92178457983184536e-01,-2.12211747092004993e-02, 7.06929138529856393e-01, 1.35856586626948209e-03,-7.70024204167392838e+01
 1.75827422625099455e-01, 1.15000000000873115e+00,-1.00471178630615887e-01,-5.75531329937939024e-09,-4.80745282231936466e-01,-1.64285239454633780e+00, 1.73204497028848881e+00, 4.50715809094544425e-04, 3.00020391561589550e-03,-9.97366561765627324e-01,-2.06416989938286166e-02, 7.92195132676817182e-01,-2.12159612651057969e-02, 7.06837319837931077e-01, 1.35908231255840338e-03,-7.70010504527150204e+01
 1.75814594996824142e-01, 1.20000000001164153e+00,-1.00470955709668075e-01,-5.75224553067902430e-09,-4.80813859470077876e-01,-1.64276951932495430e+00, 1.73242466379516813e+00, 4.50871909335352934e-04, 2.99883212187714455e-03,-9.97699577781790414e-01,-2.06414902660525083e-02, 7.92211812842004037e-01,-2.12107485041242334e-02, 7.06745536257221474e-01, 1.35959900939395043e-03,-7.69996800251958149e+01
 1.75801771751377262e-01, 1.25000000000000000e+00,-1.00470732420693126e-01,-5.74918016469222512e-09,-4.80882462857157911e-01,-1.64268660813698553e+00, 1.73280441398021190e+00, 4.51028197768950812e-04, 2.99746085908602017e-03,-9.98032721098130682e-01,-2.06412814675210644e-02, 7.92228498491427846e-01,-2.12055364248148297e-02, 7.06653787783405152e-01, 1.36011595725882652e-03,-7.69983091331238683e+01
 1.75788952888622479e-01, 1.30000000000291038e+00,-1.00470508763119748e-01,-5.74611720182190412e-09,-4.80951092467091279e-01,-1.64260366091001031e+00, 1.73318422106814074e+00, 4.51184674384479990e-04, 2.99609012765877491e-03,-9.98365992008863001e-01,-2.06410725980725601e-02, 7.92245189637820091e-01,-2.12003250257317387e-02, 7.06562074412167673e-01, 1.36063315663750395e-03,-7.69969377754373596e+01
 1.75776138408446692e-01, 1.35000000000582077e+00,-1.00470284736374940e-01,-5.74305664249765588e-09,-4.81019748373920586e-01,-1.64252067757148756e+00, 1.73356408528367667e+00, 4.51341339171925965e-04, 2.99471992801301958e-03,-9.98699390808814758e-01,-2.06408636575450277e-02, 7.92261886293930795e-01,-2.11951143054332700e-02, 7.06470396139361356e-01, 1.36115060801531192e-03,-7.69955659510728765e+01
 1.75763328625893916e-01, 1.40000000000873115e+00,-1.00470060370990238e-01,-5.74000427005159438e-09,-4.81088417926633982e-01,-1.64243766366314237e+00, 1.73394398372152825e+00, 4.51498179784634872e-04, 2.99335020122562002e-03,-9.99032852325158482e-01,-2.06406546585024241e-02, 7.92278587455582550e-01,-2.11899044559794476e-02, 7.06378755215420151e-01, 1.36166828256027456e-03,-7.69941937425206220e+01
 1.75750523305554213e-01, 1.45000000001164153e+00,-1.00469835643159866e-01,-5.73695576676906394e-09,-4.81157110701849189e-01,-1.64235461491982715e+00, 1.73432393388892003e+00, 4.51655205423239425e-04, 2.99198099210971902e-03,-9.99366425742290732e-01,-2.06404455912791961e-02, 7.92295293894977992e-01,-2.11846953314282702e-02, 7.06287149952715687e-01, 1.36218620264443101e-03,-7.69928210863201912e+01
 1.75737722396779095e-01, 1.50000000000000000e+00,-1.00469610547313223e-01,-5.73391020516127425e-09,-4.81225828816224055e-01,-1.64227153036750195e+00, 1.73470393972582615e+00, 4.51812418059724429e-04, 2.99061231062214663e-03,-9.99700121863852376e-01,-2.06402364536699204e-02, 7.92312005788162188e-01,-2.11794868992837143e-02, 7.06195579985538835e-01, 1.36270437346018179e-03,-7.69914479679916326e+01
 1.75724925900482526e-01, 1.55000000000291038e+00,-1.00469385082966975e-01,-5.73086760389002212e-09,-4.81294572304697466e-01,-1.64218840995043003e+00, 1.73508400138806262e+00, 4.51969817648913564e-04, 2.98924415700451340e-03,-1.00003394078334829e+00,-2.06400272455507031e-02, 7.92328723144842484e-01,-2.11742791587045363e-02, 7.06104045317064721e-01, 1.36322279540545231e-03,-7.69900743867215454e+01
 1.75712133817614580e-01, 1.60000000000582077e+00,-1.00469159249637341e-01,-5.72782798187564626e-09,-4.81363341201825945e-01,-1.64210525361298432e+00, 1.73546411903076425e+00, 4.52127404145960218e-04, 2.98787653149783922e-03,-1.00036788259227660e+00,-2.06398179667979416e-02, 7.92345445974704576e-01,-2.11690721088614794e-02, 7.06012545950725712e-01, 1.36374146887779588e-03,-7.69887003416983191e+01
 1.75699346149146368e-01, 1.65000000000873115e+00,-1.00468933046839848e-01,-5.72479135829346218e-09,-4.81432135541863704e-01,-1.64202206129954842e+00, 1.73584429280883534e+00, 4.52285177506534615e-04, 2.98650943434098249e-03,-1.00070194738051699e+00,-2.06396086172880404e-02, 7.92362174287431387e-01,-2.11638657489311779e-02, 7.05921081890103608e-01, 1.36426039427500756e-03,-7.69873258321104998e+01
 1.75686562896073872e-01, 1.70000000001164153e+00,-1.00468706474089314e-01,-5.72175775257463234e-09,-4.81500955358742821e-01,-1.64193883295453857e+00, 1.73622452287683893e+00, 4.52443137686779206e-04, 2.98514286577105130e-03,-1.00103613523623336e+00,-2.06393991968974871e-02, 7.92378908092698397e-01,-2.11586600780976491e-02, 7.05829653138957736e-01, 1.36477957199497807e-03,-7.69859508571471878e+01
 1.75673784059421606e-01, 1.75000000000000000e+00,-1.00468479530900046e-01,-5.71872718440703303e-09,-4.81569800686053151e-01,-1.64185556852243497e+00, 1.73660480938887574e+00, 4.52601284643259388e-04, 2.98377682602376983e-03,-1.00137044624577665e+00,-2.06391897055029291e-02, 7.92395647400169101e-01,-2.11534550955538546e-02, 7.05738259701249926e-01, 1.36529900243552481e-03,-7.69845754159984779e+01
 1.75661009640227767e-01, 1.80000000000291038e+00,-1.00468252216785500e-01,-5.71569967373170581e-09,-4.81638671557122644e-01,-1.64177226794767783e+00, 1.73698515249903673e+00, 4.52759618333152482e-04, 2.98241131533192195e-03,-1.00170488049407469e+00,-2.06389801429809165e-02, 7.92412392219512984e-01,-2.11482508004956320e-02, 7.05646901581039931e-01, 1.36581868599501121e-03,-7.69831995078538256e+01
 1.75648239639566578e-01, 1.85000000000582077e+00,-1.00468024531258582e-01,-5.71267524074813736e-09,-4.81707568004896336e-01,-1.64168893117481574e+00, 1.73736555236073853e+00, 4.52918138713972562e-04, 2.98104633392773030e-03,-1.00203943806404738e+00,-2.06387705092082596e-02, 7.92429142560379551e-01,-2.11430471921307678e-02, 7.05555578782643300e-01, 1.36633862307143877e-03,-7.69818231319044486e+01
 1.75635474058533303e-01, 1.90000000000873115e+00,-1.00467796473831653e-01,-5.70965390591070678e-09,-4.81776490062018004e-01,-1.64160555814841080e+00, 1.73774600912715882e+00, 4.53076845743752602e-04, 2.97968188204126433e-03,-1.00237411903699836e+00,-2.06385608040618070e-02, 7.92445898432413864e-01,-2.11378442696729014e-02, 7.05464291310525571e-01, 1.36685881406304298e-03,-7.69804462873417492e+01
 1.75622712898248073e-01, 1.95000000001164153e+00,-1.00467568044016256e-01,-5.70663568992955987e-09,-4.81845437760808237e-01,-1.64152214881305536e+00, 1.73812652295114023e+00, 4.53235739381004305e-04, 2.97831795990086308e-03,-1.00270892349251395e+00,-2.06383510274184799e-02, 7.92462659845254991e-01,-2.11326420323430970e-02, 7.05373039169329363e-01, 1.36737925936815797e-03,-7.69790689733576698e+01
