-33.91999999999999, 1159.4222222222222
-33.75999999999999, 1092.7111111111112
-33.67999999999999, 978.8
-33.67999999999999, 895.4666666666668
-33.43999999999999, 825.9555555555555
-33.43999999999999, 723.1777777777779
-33.43999999999999, 609.2888888888892
-33.27999999999999, 514.8000000000004
-33.27999999999999, 395.35555555555584
-33.19999999999999, 298.11111111111154
-33.19999999999999, 209.22222222222263
-33.03999999999999, 103.62222222222294
-32.959999999999994, 9.15555555555602
-32.879999999999995, -71.42222222222154
-32.71999999999999, -132.57777777777687
-32.47999999999999, -171.5333333333324
